Al,Au,Co,Cu,Hf,In,Mn,Mo,Nb,Nd,Ni,Pd,Pt,Sc,Ta,Ti,V,Zr,Zn,composition,formula,Alloy System,avg_first_ion_en_divi_voro_coord,avg_first_ion_en,avg_voro_coord,dev_mol_vol,avg_atom_mass,avg_mol_vol,Delta,NiTiHfCu base,a0 (A),a (A),b (A),c (A),beta,Transformation,lambda1_calculated,lambda2_reported,lambda2_calculated,lambda2_combined,lambda3_calculated,lambda1lambda2lambda3,Hysteresis (C),Hysteresis (C) new,Ms (C),Mf (C),As (C),Af (C),Tc (C),Enthalphy AtoM (J/g),Enthalphy MtoA (J/g),Enthalphy avg (J/g),Density_reported(g/cm^3),Enthalphy AtoM (J/cm3),Enthalphy MtoA (J/cm3),Enthalphy avg (J/cm3),Ref 1,Ref 2,Ref 3,Total
0,0,0,5,0,0,0,0,0,0,45,0,0,0,0,50,0,0,0,Cu5.0Ni45.0Ti50.0,Cu1Ni9Ti10,NiTiCu,0.69802575,7.238289,10.5,1.999,53.52283,8.641,8.35,FALSE,3.027,2.903,4.147,4.613,96.22,B19prime,0.935851772,0.969,0.968738626,0.968738626,1.097790394,0.995252116,21,18.5,35.85,21.85,37.85,56.85,38.1,,,,,,,168.96,https://doi.org/10.1016/j.actamat.2016.08.065,https://doi.org/10.2320/matertrans1989.31.1050,https://doi.org/10.2320/matertrans1989.31.959,100
0,0,0,10,0,0,0,0,0,0,40,0,0,0,0,50,0,0,0,Cu10.0Ni40.0Ti50.0,Cu1Ni4Ti5,NiTiCu,0.6983865,7.242618,10.5,1.973,53.76546,8.667,8.21,FALSE,,,,,,B19,,0.993,,0.993,,,11,13,39.85,26.85,41.85,50.85,39.85,,,,,,,107.3,https://doi.org/10.1016/j.actamat.2016.08.065,https://doi.org/10.2320/matertrans1989.31.1050,https://doi.org/10.2320/matertrans1989.31.959,100
0,0,0,12,0,0,0,0,0,0,34,0,0,0,0,54,0,0,0,Cu12.0Ni34.0Ti54.0,Cu6Ni17Ti27,NiTiCu,0.703412,7.2118824,10.38,1.944648,53.429456,8.8394,8.04,FALSE,3.039,4.257,2.901,4.52,90,B19,0.954590326,0.991,0.99050792,0.99050792,1.05170209,0.994415117,,,,,,,,,,,,,,,https://doi.org/10.1126/science.1261164,,,100
0,0,0,7.5,0,0,0,0,0,0,42.5,0,0,0,0,50,0,0,0,Cu7.5Ni42.5Ti50.0,Cu3Ni17Ti20,NiTiCu,0.698206125,7.2404535,10.5,1.986,53.644145,8.654,8.28,FALSE,,,,,,B19,,0.989,,0.989,,,13,22.425,23.85,,31.85,36.85,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,https://doi.org/10.2320/matertrans1989.31.1050,https://doi.org/10.2320/matertrans1989.31.959,100
0,0,0,10,0,0,0,0,0,0,40.5,0,0,0,0,49.5,0,0,0,Cu10.0Ni40.5Ti49.5,Cu20Ni81Ti99,NiTiCu,0.69777635,7.2466764,10.515,1.9733175,53.819592,8.64675,8.22,FALSE,3.03,2.881,4.279,4.514,90,B19,0.950825083,0.999,0.998584131,0.998584131,1.053425746,1.000205454,,,,,,,,,,,,,,,https://doi.org/10.2355/isijinternational.29.405,,,100
0,0,0,13,0,0,0,0,0,0,36,0,0,0,0,51,0,0,0,Cu13.0Ni36.0Ti51.0,Cu13Ni36Ti51,NiTiCu,0.69982325,7.2370986,10.47,1.955238,53.802774,8.7231,8.1,FALSE,3.036,4.247,2.895,4.528,90,B19,0.953557312,0.989,0.989157609,0.989157609,1.05460458,0.994722519,,,,,,,,,,,,,,,https://doi.org/10.1126/science.1261164,,,100
0,0,0,10,0,0,0,0,0,0,40,0,0,0,0,50,0,0,0,Cu10.0Ni40.0Ti50.0,Cu1Ni4Ti5,NiTiCu,0.6983865,7.242618,10.5,1.973,53.76546,8.667,8.21,FALSE,3.031,2.872,4.192,4.577,95.204,B19prime,0.931130354,0.978,0.977958306,0.977958306,1.082116854,0.985382819,8,10.5,18.85,-94.15,-81.15,26.85,-32.4,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,https://doi.org/10.2320/matertrans1989.31.1050,https://doi.org/10.2320/matertrans1989.31.959,100
0,0,0,7.5,0,0,0,0,0,0,42.5,0,0,0,0,50,0,0,0,Cu7.5Ni42.5Ti50.0,Cu3Ni17Ti20,NiTiCu,0.698206125,7.2404535,10.5,1.986,53.644145,8.654,8.28,FALSE,3.03,2.907,4.17,4.596,95.487,B19prime,0.94026703,0.973,0.973146956,0.973146956,1.089379112,0.996801494,8,12,16.85,-53.15,-37.15,24.85,-12.15,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,https://doi.org/10.2320/matertrans1989.31.1050,https://doi.org/10.2320/matertrans1989.31.959,100
0,0,0,12,0,0,0,0,0,0,34,0,0,0,0,54,0,0,0,Cu12.0Ni34.0Ti54.0,Cu6Ni17Ti27,NiTiCu,0.703412,7.2118824,10.38,1.944648,53.429456,8.8394,8.04,FALSE,3.026,2.895,4.258,4.477,90,B19,0.956708526,0.995,0.994996918,0.994996918,1.046172194,0.995874364,9.4,9.4,,,,,,,,,,,,,https://doi.org/10.1016/j.jallcom.2018.12.219,,,100
0,0,0,8,0,0,0,0,0,0,42,0,0,0,0,50,0,0,0,Cu8.0Ni42.0Ti50.0,Cu4Ni21Ti25,NiTiCu,0.6982422,7.2408864,10.5,1.9834,53.668408,8.6566,8.27,FALSE,3.03,2.9,4.13,4.62,96.85,B19prime,0.930101781,,0.963812213,0.963812213,1.101534352,0.987463262,,,,,,,,,,,,,,,https://doi.org/10.1016/S1359-6454(97)00479-5,,,100
1,0,0,5,0,0,0,0,0,0,44,0,0,0,0,50,0,0,0,Al1.0Cu5.0Ni44.0Ti50.0,Al1Cu5Ni44Ti50,NiTiCuAl,0.69664739,7.22174868,10.5,1.991398,53.20571139,8.6751,8.31,FALSE,,,,,,B19prime,,0.987,,0.987,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2019.07.033,,,100
1,0,0,5,0,0,0,0,0,0,44,0,0,0,0,50,0,0,0,Al1.0Cu5.0Ni44.0Ti50.0,Al1Cu5Ni44Ti50,NiTiCuAl,0.69664739,7.22174868,10.5,1.991398,53.20571139,8.6751,8.31,FALSE,,,,,,B19prime,,0.964,,0.964,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2019.07.033,,,100
1,0,0,5,0,0,0,0,0,0,44,0,0,0,0,50,0,0,0,Al1.0Cu5.0Ni44.0Ti50.0,Al1Cu5Ni44Ti50,NiTiCuAl,0.69664739,7.22174868,10.5,1.991398,53.20571139,8.6751,8.31,FALSE,,,,,,B19prime,,0.98,,0.98,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2019.07.033,,,100
1,0,0,5,0,0,0,0,0,0,44,0,0,0,0,50,0,0,0,Al1.0Cu5.0Ni44.0Ti50.0,Al1Cu5Ni44Ti50,NiTiCuAl,0.69664739,7.22174868,10.5,1.991398,53.20571139,8.6751,8.31,FALSE,,,,,,B19prime,,0.975,,0.975,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2019.07.033,,,100
1,0,0,5,0,0,0,0,0,0,44,0,0,0,0,50,0,0,0,Al1.0Cu5.0Ni44.0Ti50.0,Al1Cu5Ni44Ti50,NiTiCuAl,0.69664739,7.22174868,10.5,1.991398,53.20571139,8.6751,8.31,FALSE,,,,,,B19prime,,0.97,,0.97,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2019.07.033,,,100
1,0,0,5,0,0,0,0,0,0,44,0,0,0,0,50,0,0,0,Al1.0Cu5.0Ni44.0Ti50.0,Al1Cu5Ni44Ti50,NiTiCuAl,0.69664739,7.22174868,10.5,1.991398,53.20571139,8.6751,8.31,FALSE,,,,,,B19prime,,0.969,,0.969,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2019.07.033,,,100
1,0,0,5,0,0,0,0,0,0,44,0,0,0,0,50,0,0,0,Al1.0Cu5.0Ni44.0Ti50.0,Al1Cu5Ni44Ti50,NiTiCuAl,0.69664739,7.22174868,10.5,1.991398,53.20571139,8.6751,8.31,FALSE,,,,,,B19prime,,0.965,,0.965,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2019.07.033,,,100
1,0,0,5,0,0,0,0,0,0,44,0,0,0,0,50,0,0,0,Al1.0Cu5.0Ni44.0Ti50.0,Al1Cu5Ni44Ti50,NiTiCuAl,0.69664739,7.22174868,10.5,1.991398,53.20571139,8.6751,8.31,FALSE,,,,,,B19prime,,0.983,,0.983,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2019.07.033,,,100
1,0,0,5,0,0,0,0,0,0,44,0,0,0,0,50,0,0,0,Al1.0Cu5.0Ni44.0Ti50.0,Al1Cu5Ni44Ti50,NiTiCuAl,0.69664739,7.22174868,10.5,1.991398,53.20571139,8.6751,8.31,FALSE,,,,,,B19prime,,0.975,,0.975,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2019.07.033,,,100
1,0,0,5,0,0,0,0,0,0,44,0,0,0,0,50,0,0,0,Al1.0Cu5.0Ni44.0Ti50.0,Al1Cu5Ni44Ti50,NiTiCuAl,0.69664739,7.22174868,10.5,1.991398,53.20571139,8.6751,8.31,FALSE,,,,,,B19prime,,0.964,,0.964,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2019.07.033,,,100
0,0,2,12.3,0,0,0,0,0,0,31.7,0,0,0,0,54,0,0,0,Co2.0Cu12.3Ni31.7Ti54.0,Co20Cu123Ni317Ti540,NiTiCuCo,0.703835662,7.21696634,10.38,1.9412352,53.4488097,8.84256,8.01,FALSE,3.046,4.322,2.918,4.527,90,B19,0.957977676,1.003,1.003320915,1.003320915,1.050910177,1.010091815,,,,,,,,,,,,,,,https://doi.org/10.1016/j.scriptamat.2021.113899,,,100
0,0,2.5,22.5,0,0,0,0,0,0,22.2,0,0,0,0,52.8,0,0,0,Co2.5Cu22.5Ni22.2Ti52.8,Co25Cu225Ni222Ti528,NiTiCuCo,0.703207736,7.23674371,10.416,1.8929856,54.07489068,8.8474,7.73,FALSE,3.042,2.926,4.277,4.497,90,B19,0.961867193,0.994,0.994180047,0.994180047,1.045318605,0.999605955,13.7,13.25,-10.9,-16.7,-3.9,2.8,-7.175,8.5,8.6,8.55,,51.95,52.56,52.255,https://doi.org/10.1063/5.0006301,,,100
0,0,2,12.3,0,0,0,0,0,0,31.7,0,0,0,0,54,0,0,0,Co2.0Cu12.3Ni31.7Ti54.0,Co20Cu123Ni317Ti540,NiTiCuCo,0.703835662,7.21696634,10.38,1.9412352,53.4488097,8.84256,8.01,FALSE,3.055,4.317,2.921,4.531,90,B19,0.95613748,0.999,0.999207848,0.999207848,1.048740041,1.001945337,,,,,,,,,,,,,,,https://doi.org/10.1016/j.scriptamat.2021.113899,,,100
0,0,2,12.3,0,0,0,0,0,0,31.7,0,0,0,0,54,0,0,0,Co2.0Cu12.3Ni31.7Ti54.0,Co20Cu123Ni317Ti540,NiTiCuCo,0.703835662,7.21696634,10.38,1.9412352,53.4488097,8.84256,8.01,FALSE,3.064,4.336,2.969,4.567,90,B19,0.968994778,1.001,1.000657638,1.000657638,1.053967581,1.021960721,,,,,,,,,,,,,,,https://doi.org/10.1016/j.scriptamat.2021.113899,,,100
0,0,2,12.3,0,0,0,0,0,0,33.7,0,0,0,0,52,0,0,0,Co2.0Cu12.3Ni33.7Ti52.0,Co20Cu123Ni337Ti520,NiTiCuCo,0.701395062,7.23319994,10.44,1.9535776,53.6653377,8.76156,8.08,FALSE,3.03,4.279,2.881,4.514,90,B19,0.950825083,,0.998584131,0.998584131,1.053425746,1.000205454,,,,,,,,,,,,,,,https://doi.org/10.1016/j.scriptamat.2021.113899,,,100
0,0,2.3,12.3,0,0,0,0,0,0,30.7,0,0,0,0,54.7,0,0,0,Co2.3Cu12.3Ni30.7Ti54.7,Co23Cu123Ni307Ti547,NiTiCuCo,0.704750174,7.21200821,10.359,1.9351219,53.37374429,8.87115,7.99,FALSE,3.036,4.299,2.947,4.498,90,B19,0.970685112,1.001,1.001268792,1.001268792,1.047617359,1.018196816,,,,,,,,,,,,,,,https://doi.org/10.1016/j.mattod.2017.10.002,,,100
0,0,2,12.3,0,0,0,0,0,0,31.7,0,0,0,0,54,0,0,0,Co2.0Cu12.3Ni31.7Ti54.0,Co20Cu123Ni317Ti540,NiTiCuCo,0.703835662,7.21696634,10.38,1.9412352,53.4488097,8.84256,8.01,FALSE,3.035,4.327,2.923,4.527,90,B19,0.963097199,1.008,1.008122254,1.008122254,1.054719077,1.024047551,,,,,,,,,,,,,,,https://doi.org/10.1016/j.scriptamat.2021.113899,,,100
0,0,0,16.66,16.66,0,0,0,0,0,16.66,16.66,0,0,0,16.66,0,16.66,0,Cu16.66Hf16.66Ni16.66Pd16.66Ti16.66Zr16.66,Cu1Hf1Ni1Pd1Ti1Zr1,NiTiCuHfPdZr,0.64258625,7.331695,11.5,2.64,91.04006667,10.06,9.85,FALSE,3.24,3.2,4.19,5.11,103.7,B19prime,0.903471672,,0.914437473,0.914437473,1.184448229,0.978553643,42.5,36.75,59.45,30.65,61.65,101.95,63.425,8.2,9.4,8.8,,75.41,86.44,80.925,https://doi.org/10.1016/j.intermet.2020.106792,,,99.96
0,0,0,5,0,0,0,0.3,0,0,44.7,0,0,0,0,50,0,0,0,Cu5.0Mo0.3Ni44.7Ti50.0,Cu50Mo3Ni447Ti500,NiTiCuMo,0.698243529,7.23664689,10.494,1.99501378,53.6345698,8.64937,8.34,FALSE,3.005,2.899,4.192,4.508,90,B19,0.964725458,,0.986419843,0.986419843,1.060777827,1.009461993,18,20.5,-7,-25,-2,11,-5.75,,,,,,,,https://doi.org/10.1023/A:1010958924350,,,100
0,0,0,10.8,0,0,0,0,10,0,30.6,0,0,0,0,48.6,0,0,0,Cu10.8Nb10.0Ni30.6Ti48.6,Cu54Nb50Ni153Ti243,NiTiCuNb,0.7006593,7.16657916,10.342,1.91500488,57.3771484,9.03846,7.83,FALSE,3.04,2.991,4.277,4.482,90,B19,0.983881579,0.995,0.994834113,0.994834113,1.0425173,1.020414847,10.9,10.9,,,,,,,,,,,,,https://doi.org/10.1016/j.jallcom.2018.12.219,,,100
0,0,0,11.28,0,0,0,0,6,0,31.96,0,0,0,0,50.76,0,0,0,Cu11.28Nb6.0Ni31.96Ti50.76,Cu3140337013Nb1670392028Ni8897621538Ti14131516560,NiTiCuNb,0.70176038,7.184700456,10.3572,1.931257373,55.79807144,8.958836,7.92,FALSE,3.036,2.89,4.264,4.497,90,B19,0.951910408,0.993,0.993117034,0.993117034,1.047384452,0.990153733,11.5,11.5,,,,,,,,,,,,,https://doi.org/10.1016/j.jallcom.2018.12.219,,,100
0,0,0,10.5,0,0,0,0,2,0,38,0,0,0,0,49.5,0,0,0,Cu10.5Nb2.0Ni38.0Ti49.5,Cu21Nb4Ni76Ti99,NiTiCuNb,0.698597125,7.2294903,10.475,1.9706255,54.5281146,8.73415,8.15,FALSE,,,,,,B19,,0.99,,0.99,,,13.9,16.09,-26.7,-44.98,-26.7,-12.8,-27.795,,,,,,,,https://doi.org/10.1016/j.intermet.2016.01.009,,,100
0,0,0,12,0,0,0,0,0,0,35,0,3,0,0,50,0,0,0,Cu12.0Ni35.0Pt3.0Ti50.0,Cu12Ni35Pt3Ti50,NiTiCuPt,0.7018283,7.2839196,10.5,1.907856,57.95423,8.7524,7.98,FALSE,3.036,2.947,4.267,4.543,90,B19,0.970685112,,0.993815756,0.993815756,1.058098191,1.020728446,11.3,9.75,56.6,48.4,56.6,67.9,57.375,,,,,,,,https://doi.org/10.1016/j.jallcom.2019.06.217,,,100
0,0,0,12.5,0,0,0,0,0,0,35,0,2.5,0,0,50,0,0,0,Cu12.5Ni35.0Pt2.5Ti50.0,Cu5Ni14Pt1Ti20,NiTiCuPt,0.701314792,7.2777575,10.5,1.914875,57.29654,8.7425,8,FALSE,3.036,2.95,4.261,4.536,90,B19,0.971673254,,0.992418312,0.992418312,1.056467839,1.018758625,7.8,9.85,56.4,44.5,56.4,64.2,55.375,,,,,,,,https://doi.org/10.1016/j.jallcom.2019.06.217,,,100
0,0,0,13.5,0,0,0,0,0,0,35,0,1.5,0,0,50,0,0,0,Cu13.5Ni35.0Pt1.5Ti50.0,Cu27Ni70Pt3Ti100,NiTiCuPt,0.700287775,7.2654333,10.5,1.928319,55.98116,8.7227,8.03,FALSE,3.036,2.979,4.269,4.528,90,B19,0.981225296,,0.994281571,0.994281571,1.05460458,1.028887234,9.6,9.05,54.6,45.3,53.8,64.2,54.475,,,,,,,,https://doi.org/10.1016/j.jallcom.2019.06.217,,,100
0,0,0,14,0,0,0,0,0,0,35,0,1,0,0,50,0,0,0,Cu14.0Ni35.0Pt1.0Ti50.0,Cu14Ni35Pt1Ti50,NiTiCuPt,0.699774267,7.2592712,10.5,1.934744,55.32347,8.7128,8.04,FALSE,3.036,2.965,4.253,4.526,90,B19,0.976613966,,0.990555053,0.990555053,1.054138765,1.019763193,8.9,9.45,65.4,57.2,67.2,74.3,66.025,,,,,,,,https://doi.org/10.1016/j.jallcom.2019.06.217,,,100
0,0,0,3,0,0,0,0,0,0,47,0,0,0,0,35,0,15,0,Cu3.0Ni47.0Ti35.0Zr15.0,Cu3Ni47Ti35Zr15,NiTiCuZr,0.6670032,7.2074244,10.95,2.5164,59.929328,9.1376,10.17,FALSE,3.097,3.062,4.123,4.862,101.1,B19prime,0.926381548,0.941,0.941363015,0.941363015,1.162602863,1.013860997,58.8,64.3,97.75,59.95,129.75,156.55,111,19.23,18.09,18.66,,126.12,118.64,122.38,https://doi.org/10.1016/j.intermet.2019.01.005,,,100
0,0,0,15,0,0,0,0,0,0,35,0,0,0,0,35,0,15,0,Cu15.0Ni35.0Ti35.0Zr15.0,Cu3Ni7Ti7Zr3,NiTiCuZr,0.667869,7.217814,10.95,2.454,60.51164,9.2,9.84,FALSE,3.11,3.084,4.148,4.801,97.09,B19prime,0.943112196,0.956,0.958163173,0.958163173,1.12108161,1.013071421,57,61.1,-84.05,-129.85,-64.65,-27.05,-53.925,5.17,6.64,5.905,,34,43.67,38.835,https://doi.org/10.1016/j.intermet.2019.01.005,,,100
0,0,0,10,0,0,0,0,0,0,40,0,0,0,0,35,0,15,0,Cu10.0Ni40.0Ti35.0Zr15.0,Cu2Ni8Ti7Zr3,NiTiCuZr,0.66750825,7.213485,10.95,2.48,60.26901,9.174,9.98,FALSE,3.105,3.075,4.138,4.801,98.79,B19prime,0.942353578,0.944,0.943857103,0.943857103,1.133708547,1.0083738,52.4,52.5,-6.15,-27.35,25.25,46.25,9.5,10.02,10.58,10.3,,65.83,69.5,67.665,https://doi.org/10.1016/j.intermet.2019.01.005,,,100
0,0,0,5,0,0,0,0,0,0,45,0,0,0,0,35,0,15,0,Cu5.0Ni45.0Ti35.0Zr15.0,Cu1Ni9Ti7Zr3,NiTiCuZr,0.6671475,7.209156,10.95,2.506,60.02638,9.148,10.12,FALSE,3.099,3.066,4.128,4.844,100.55,B19prime,0.930630615,0.942,0.941896351,0.941896351,1.155145016,1.01255112,55,50.8,78.85,59.95,106.55,133.85,94.8,15.59,15.08,15.335,,102.3,98.95,100.625,https://doi.org/10.1016/j.intermet.2019.01.005,,,100
0,0,0,0,20,0,0,0,0,0,50.3,0,0,0,0,29.7,0,0,0,Hf20.0Ni50.3Ti29.7,Hf200Ni503Ti297,NiTiHf,0.659314077,7.23578504,11.109,2.5882871,79.4372792,9.16285,10.53,FALSE,3.107,3.051,4.088,4.871,103.016,B19prime,0.904431153,0.93,0.930367725,0.930367725,1.172690037,0.9867642,63,63,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100
0,0,0,0,20,0,0,0,0,0,50.3,0,0,0,0,29.7,0,0,0,Hf20.0Ni50.3Ti29.7,Hf200Ni503Ti297,NiTiHf,0.659314077,7.23578504,11.109,2.5882871,79.4372792,9.16285,10.53,FALSE,3.09,3.037,4.08,4.85,103.7,B19prime,0.899089541,,0.933655556,0.933655556,1.178735575,0.989477726,28.5,28.5,144,128,162,167,150.25,,,,,,,,https://doi.org/10.1016/j.actamat.2014.04.071,,,100
0,0,0,0,20,0,0,0,0,0,50.3,0,0,0,0,29.7,0,0,0,Hf20.0Ni50.3Ti29.7,Hf200Ni503Ti297,NiTiHf,0.659314077,7.23578504,11.109,2.5882871,79.4372792,9.16285,10.53,FALSE,3.098,3.058,4.093,4.889,104.12,B19prime,0.899370982,0.934,0.934211767,0.934211767,1.187728408,0.997932918,31.4,31.4,,,,,,,,,,,,,https://doi.org/10.1016/j.scriptamat.2023.115391,,,100
0,0,0,0,20,0,0,0,0,0,50.3,0,0,0,0,29.7,0,0,0,Hf20.0Ni50.3Ti29.7,Hf200Ni503Ti297,NiTiHf,0.659314077,7.23578504,11.109,2.5882871,79.4372792,9.16285,10.53,FALSE,3.112,3.045,4.072,4.864,103.21,B19prime,0.899583856,0.925,0.925237408,0.925237408,1.170303232,0.974076892,40,40,,,,,,,,,,,,,https://doi.org/10.1016/j.scriptamat.2023.115391,,,100
0,0,0,0,20,0,0,0,0,0,50.3,0,0,0,0,29.7,0,0,0,Hf20.0Ni50.3Ti29.7,Hf200Ni503Ti297,NiTiHf,0.659314077,7.23578504,11.109,2.5882871,79.4372792,9.16285,10.53,FALSE,3.09,3.05,4.08,4.87,103.3,B19prime,0.906559345,,0.933655556,0.933655556,1.180846038,0.999484818,36,37,87,71,109,123,97.5,,,,,,,,https://doi.org/10.1016/j.actamat.2014.04.071,,,100
