Al,Au,Co,Cu,Hf,In,Mn,Mo,Nb,Nd,Ni,Pd,Pt,Sc,Ta,Ti,V,Zr,Zn,composition,formula,Alloy System,avg_first_ion_en_divi_voro_coord,avg_first_ion_en,avg_voro_coord,dev_mol_vol,avg_atom_mass,avg_mol_vol,Delta,NiTiHfCu base,a0 (A),a (A),b (A),c (A),beta,Transformation,lambda1_calculated,lambda2_reported,lambda2_calculated,lambda2_combined,lambda3_calculated,lambda1lambda2lambda3,Hysteresis (C),Hysteresis (C) new,Ms (C),Mf (C),As (C),Af (C),Tc (C),Enthalphy AtoM (J/g),Enthalphy MtoA (J/g),Enthalphy avg (J/g),Density_reported(g/cm^3),Enthalphy AtoM (J/cm3),Enthalphy MtoA (J/cm3),Enthalphy avg (J/cm3),Ref 1,Ref 2,Ref 3,Total
0,0,0,0,15,0,0,0,0,0,48.5,0,0,0,0,36.5,0,0,0,Hf15.0Ni48.5Ti36.5,Hf30Ni97Ti73,NiTiHf,0.671006825,7.2213273,10.905,2.4305775,72.711254,9.09575,10.03,FALSE,3.09,2.93,4.11,4.73,100.4,B19prime,0.897431571,,0.94052067,0.94052067,1.124867538,0.949447756,53,67.5,200,145,227,253,206.25,,,,,,,,https://doi.org/10.1016/S0167-577X(96)00165-6,https://doi.org/10.1016/1359-6454(96)00034-1,,100
0,0,0,0,15,0,0,0,0,0,50,0,0,0,0,35,0,0,0,Hf15.0Ni50.0Ti35.0,Hf3Ni10Ti7,NiTiHf,0.669176375,7.2335025,10.95,2.445,72.87365,9.035,10.09,FALSE,3.081,3.032,4.841,4.083,102.4,B19prime,0.911918795,,0.937071401,0.937071401,1.171004541,1.000662051,45,53,212,188,249,257,226.5,,,,,,,,https://doi.org/10.1016/j.intermet.2013.11.009,,,100
0,0,0,0,20,0,0,0,0,0,50.3,0,0,0,0,29.7,0,0,0,Hf20.0Ni50.3Ti29.7,Hf200Ni503Ti297,NiTiHf,0.659314077,7.23578504,11.109,2.5882871,79.4372792,9.16285,10.53,FALSE,3.092,3.062,4.091,4.872,103.3,B19prime,0.908677885,,0.935567219,0.935567219,1.181683608,1.00458379,27,27,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2013.08.048,,,100
0,0,0,0,20,0,0,0,0,0,50.3,0,0,0,0,29.7,0,0,0,Hf20.0Ni50.3Ti29.7,Hf200Ni503Ti297,NiTiHf,0.659314077,7.23578504,11.109,2.5882871,79.4372792,9.16285,10.53,FALSE,3.1,3.052,4.089,4.887,103.072,B19prime,0.906963193,0.933,0.932696654,0.932696654,1.178681305,0.9970719,34,34,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100
0,0,0,0,20,0,0,0,0,0,49.8,0,0,0,0,30.2,0,0,0,Hf20.0Ni49.8Ti30.2,Hf100Ni249Ti151,NiTiHf,0.659924227,7.23172664,11.094,2.5827276,79.3831472,9.1831,10.51,FALSE,3.098,3.102,4.044,4.906,104.81,B19prime,0.902941894,,0.923027703,0.923027703,1.200490764,1.000537481,102,87.5,174,127,200,276,194.25,,,,,,,,https://doi.org/10.1016/S0167-577X(97)00037-2,,,100
0,0,0,0,15,0,0,0,0,0,49.8,0,0,0,0,35.2,0,0,0,Hf15.0Ni49.8Ti35.2,Hf75Ni249Ti176,NiTiHf,0.669420435,7.23187914,10.944,2.4432876,72.8519972,9.0431,10.08,FALSE,3.075,3.029,4.081,4.805,102.25,B19prime,0.912610212,,0.938439927,0.938439927,1.165465403,0.998139372,74,59.5,136,95,140,210,145.25,,,,,,,,https://doi.org/10.1016/S0167-577X(97)00037-2,,,100
0,0,0,0,9.5,0,0,0,0,0,49.8,0,0,0,0,40.7,0,0,0,Hf9.5Ni49.8Ti40.7,Hf95Ni498Ti407,NiTiHf,0.679866264,7.23204689,10.779,2.2899036,65.6677322,8.8891,9.56,FALSE,3.053,2.99,4.086,4.739,100.47,B19prime,0.922613455,,0.946360402,0.946360402,1.14571794,1.000354793,69,63,90,61,118,159,107,,,,,,,,https://doi.org/10.1016/S0167-577X(97)00037-2,,,100
0,0,0,0,20,0,0,0,0,0,50.3,0,0,0,0,29.7,0,0,0,Hf20.0Ni50.3Ti29.7,Hf200Ni503Ti297,NiTiHf,0.659314077,7.23578504,11.109,2.5882871,79.4372792,9.16285,10.53,FALSE,3.086,3.041,4.136,4.886,104.35,B19prime,0.896938164,,0.947697228,0.947697228,1.191611224,1.012900299,31,25.5,118,109,129,149,126.25,,,,,,,,https://doi.org/10.1007/s11661-012-1297-z,,,100
0,0,0,0,20,0,0,0,0,0,50.3,0,0,0,0,29.7,0,0,0,Hf20.0Ni50.3Ti29.7,Hf200Ni503Ti297,NiTiHf,0.659314077,7.23578504,11.109,2.5882871,79.4372792,9.16285,10.53,FALSE,3.095,3.047,4.099,4.854,103.244,B19prime,0.904155499,0.937,0.936488109,0.936488109,1.175399734,0.995247242,28,28,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100
0,0,0,0,24.1,0,0,0,0,0,50.3,0,0,0,0,25.6,0,0,0,Hf24.1Ni50.3Ti25.6,Hf241Ni503Ti256,NiTiHf,0.651527186,7.23565999,11.232,2.7037759,84.7928222,9.27765,10.86,FALSE,,,,,,B19prime,,0.936,,0.936,,,34.7,34.7,,,,,,,,,,,,,https://doi.org/10.1007/s40830-016-0052-5,,,100
0,0,0,0,12.5,0,0,0,0,0,51,0,0,0,0,36.5,0,0,0,Hf12.5Ni51.0Ti36.5,Hf25Ni102Ti73,NiTiHf,0.672704179,7.24169555,10.905,2.38119,69.716339,8.9245,9.89,FALSE,3.075,2.97,4.06,4.77,98.9,B19prime,0.924975258,,0.933610905,0.933610905,1.1315631,0.977180537,35,35,,,,,,,,,,,,,https://doi.org/10.1007/s40830-015-0033-0,https://doi.org/10.1080/14786435.2014.913109,,100
0,0,0,0,15,0,0,0,0,0,50,0,0,0,0,35,0,0,0,Hf15.0Ni50.0Ti35.0,Hf3Ni10Ti7,NiTiHf,0.669176375,7.2335025,10.95,2.445,72.87365,9.035,10.09,FALSE,,,,,,B19prime,,0.94,,0.94,,,58.6,58.6,,,,,,,,,,,,,https://doi.org/10.1016/j.jallcom.2021.163322,,,100
0,0,0,0,15,0,0,0,0,0,49,0,0,0,0,36,0,0,0,Hf15.0Ni49.0Ti36.0,Hf15Ni49Ti36,NiTiHf,0.670396675,7.2253857,10.92,2.43579,72.765386,9.0755,10.05,FALSE,3.09,2.93,4.11,4.73,100.4,B19prime,0.897431571,,0.94052067,0.94052067,1.124867538,0.949447756,,,,,,,,,,,,,,,https://doi.org/10.1007/s11665-014-1006-8,,,100
0,0,0,0,20,0,0,0,0,0,50.6,0,0,0,0,29.4,0,0,0,Hf20.0Ni50.6Ti29.4,Hf100Ni253Ti147,NiTiHf,0.658947987,7.23822008,11.118,2.5914284,79.4697584,9.1507,10.55,FALSE,3.125,2.511,4.083,4.827,101.05,B19prime,0.77335649,,0.923877436,0.923877436,1.113786557,0.795785583,63,63,,,,,,,,,,,,,https://doi.org/10.1016/j.scriptamat.2006.01.017,,,100
0,0,0,0,1,0,0,0,0,0,54,0,0,0,0,45,0,0,0,Hf1.0Ni54.0Ti45.0,Hf1Ni54Ti45,NiTiHf,0.690884558,7.2663967,10.65,2.04228,55.019486,8.481,8.65,FALSE,3.007,2.82,4.08,4.53,97,B19prime,0.911446659,,0.95942656,0.95942656,1.087889809,0.951322795,,,,,,,,,,,,,,,https://doi.org/10.1002/adem.201800046,,,100
0,0,0,0,20,0,0,0,0,0,50.3,0,0,0,0,29.7,0,0,0,Hf20.0Ni50.3Ti29.7,Hf200Ni503Ti297,NiTiHf,0.659314077,7.23578504,11.109,2.5882871,79.4372792,9.16285,10.53,FALSE,3.078,3.053,4.065,4.871,103.1,B19prime,0.912628038,,0.933849599,0.933849599,1.18453293,1.009526869,40.8,40.15,155.5,120.3,159.8,196.3,157.975,,,,,,,,https://doi.org/10.1016/j.scriptamat.2019.11.004,,,100
0,0,0,0,22.1,0,0,0,0,0,53.94,0,0,0,0,23.96,0,0,0,Hf22.1Ni53.94Ti23.96,Hf8279887907Ni20208920981Ti8976747251,NiTiHf,0.650883777,7.265266142,11.2812,2.679987324,82.57444316,9.07423,10.86,FALSE,3.094,3.04,4.1,4.88,104.41,B19prime,0.89355296,,0.937019329,0.937019329,1.18777707,0.994497703,35,38,178,163,204,213,189.5,4.9,4.8,4.85,,42.48,41.61,42.045,https://doi.org/10.1016/j.jallcom.2014.06.109,,,100
0,0,0,0,20,0,0,0,0,0,50.3,0,0,0,0,29.7,0,0,0,Hf20.0Ni50.3Ti29.7,Hf200Ni503Ti297,NiTiHf,0.659314077,7.23578504,11.109,2.5882871,79.4372792,9.16285,10.53,FALSE,3.089,3.05,4.08,4.87,103.15,B19prime,0.908217364,,0.933957807,0.933957807,1.180179474,1.001071541,30,28.5,142,125,152,172,147.75,6.8,6.7,6.75,,58.95,58.08,58.515,https://doi.org/10.1016/j.jallcom.2014.06.109,,,100
0,0,0,0,17.7,0,0,0,0,0,50,0,0,0,0,32.3,0,0,0,Hf17.7Ni50.0Ti32.3,Hf177Ni500Ti323,NiTiHf,0.664048423,7.23342015,11.031,2.5206,76.400471,9.1106,10.33,FALSE,3.1,3.063,4.075,4.888,103,B19prime,0.910078136,,0.929503269,0.929503269,1.179465008,0.997733749,,,,,,,,,,,,,,,https://doi.org/10.2320/matertrans.44.1219,,,100
0,0,0,0,18,0,0,0,0,0,50,0,0,0,0,32,0,0,0,Hf18.0Ni50.0Ti32.0,Hf9Ni25Ti16,NiTiHf,0.66347865,7.233411,11.04,2.529,76.79234,9.119,10.35,FALSE,3.07,3.04,4.06,4.83,102.8,B19prime,0.912824086,,0.935131444,0.935131444,1.176828052,1.004552788,55,55,226.85,201.85,256.85,281.85,241.85,,,,,,,,https://doi.org/10.2320/matertrans.45.1811,,,100
0,0,0,0,21.38,0,0,0,0,0,53.49,0,0,0,0,25.13,0,0,0,Hf21.38Ni53.49Ti25.13,Hf14415251400Ni36065098101Ti16943651435,NiTiHf,0.652800366,7.261635542,11.2461,2.655559191,81.58523876,9.072295,10.78,FALSE,3.1,3.01,4.09,4.91,104.76,B19prime,0.883578608,,0.932924753,0.932924753,1.190122187,0.981032423,40,42.5,177,161,206,217,190.25,14.2,14.3,14.25,,123.11,123.97,123.54,https://doi.org/10.1016/j.jallcom.2014.06.109,,,100
0,0,0,0,20,0,0,0,0,0,50.3,0,0,0,0,29.7,0,0,0,Hf20.0Ni50.3Ti29.7,Hf200Ni503Ti297,NiTiHf,0.659314077,7.23578504,11.109,2.5882871,79.4372792,9.16285,10.53,FALSE,3.095,3.051,4.104,4.858,103.123,B19prime,0.906324685,0.938,0.937630446,0.937630446,1.175674881,0.999085714,27,27,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100
0,0,0,0,14.17,0,0,0,0,0,49.61,0,0,0,0,36.22,0,0,0,Hf14.17Ni49.61Ti36.22,Hf1417Ni4961Ti3622,NiTiHf,0.671228663,7.230362263,10.9134,2.418542071,71.747256,9.027555,10,FALSE,3.1146,3.0085,4.0817,4.7856,102.02,B19prime,0.89755,,0.926667,0.926667,1.143616,0.951179697,,,,,,,,,,,,,,,https://doi.org/10.1016/j.intermet.2023.108091,,,100
0,0,0,0,19.04,0,0,0,0,0,50.63,0,0,0,0,30.33,0,0,0,Hf19.04Ni50.63Ti30.33   ,Hf17784013342Ni47290157326Ti28329260749,NiTiHf,0.66073465,7.238492864,11.0901,2.564515823,78.219026,9.122605,10.47,FALSE,3.1077,3.0649,4.0988,4.8896,102.94,B19prime,0.908859,,0.932616,0.932616,1.1766,0.997305509,,,,,,,,,,,,,,,https://doi.org/10.1016/j.intermet.2023.108091,,,100
0,0,0,17,14,0,0,0,0,0,32.5,0,0,0,0,36.5,0,0,0,Cu17.0Hf14.0Ni32.5Ti36.5,Cu34Hf28Ni65Ti73,NiTiHfCu,0.672912317,7.2441932,10.905,2.3235935,72.33823,9.11565,9.51,TRUE,3.09337,3.11209,4.06927,4.9246,103.012,B19prime_pw,0.924428,,0.930186,0.930186,1.193642,1.0264008,24.01,23.06,12.98,3.43,25.54,36.99,19.735,12.207,12.762,12.4845,,96.86997346,101.2742362,99.07210483,https://doi.org/10.1016/j.matdes.2024.113096,,,100
0,0,0,17,18,0,0,0,0,0,32.5,0,0,0,0,32.5,0,0,0,Cu17.0Hf18.0Ni32.5Ti32.5,Cu34Hf36Ni65Ti65,NiTiHfCu,0.66531535,7.2440712,11.025,2.4344735,77.56315,9.22765,9.86,TRUE,3.12442,3.11248,4.09421,4.92583,103.464,B19prime_pw,0.911199,,0.926586,0.926586,1.185266,1.000725105,34.09,32.63,42.96,26.62,57.79,77.05,51.105,15.122,15.556,15.339,,127.108197,130.7561905,128.9321938,https://doi.org/10.1016/j.matdes.2024.113096,,,100
0,0,0,7,25,0,0,0,0,0,42.7,0,0,0,0,25.3,0,0,0,Cu7.0Hf25.0Ni42.7Ti25.3,Cu70Hf250Ni427Ti253,NiTiHfCu,0.651055098,7.23682306,11.241,2.6841087,86.243153,9.36355,10.7,TRUE,3.11912,3.08471,4.12251,4.85641,101.285,B19prime_pw,0.923033,,0.934576,0.934576,1.15679,0.997898518,45.56,65.14,298.97,247.41,332.13,344.53,305.76,27.502,27.417,27.4595,,253.3076871,252.524793,252.9162401,https://doi.org/10.1016/j.matdes.2024.113096,,,100
0,0,0,8,27,0,0,0,0,0,41.9,0,0,0,0,23.1,0,0,0,Cu8.0Hf27.0Ni41.9Ti23.1,Cu80Hf270Ni419Ti231,NiTiHfCu,0.647085,7.239251,11.307,2.7377967,88.925792,9.41665,10.83,TRUE,3.1431,3.10992,4.14056,4.88988,100.493,B19prime_pw,0.930119,,0.931506,0.931506,1.150677,0.996959704,30.22,46.885,191.51,132.12,195.67,221.73,185.2575,17.414,16.492,16.953,,164.448476,155.7416026,160.0950393,https://doi.org/10.1016/j.matdes.2024.113096,,,100
0,0,0,7,26,0,0,0,0,0,43.1,0,0,0,0,23.9,0,0,0,Cu7.0Hf26.0Ni43.1Ti23.9,Cu70Hf260Ni431Ti239,NiTiHfCu,0.648668,7.240039,11.283,2.718121,87.592688,9.37535,10.79,TRUE,3.12,3.124,4.11,4.901,103.1,B19prime_pw,0.916976,,0.931477,0.931477,1.181304,1.009001424,40.72,57.69,286.36,237.8,312.46,327.08,290.925,27.056,30.505,28.7805,,252.7807246,285.0042876,268.8925061,https://doi.org/10.1016/j.matdes.2024.113096,,,100
0,0,0,15,12,0,0,0,0,0,34.6,0,0,0,0,38.4,0,0,0,Cu15.0Hf12.0Ni34.6Ti38.4,Cu75Hf60Ni173Ti192,NiTiHfCu,0.676444,7.243334,10.848,2.279558,69.639544,9.0452,9.38,TRUE,3.085,3.078,4.103,4.896,102.8,B19prime_pw,0.920022,,0.940441,0.940441,1.186746,1.026803981,20.61,23.075,38.93,25.13,50.67,59.54,43.5675,16.78,17.18,16.98,,129.1902388,132.2698631,130.730051,https://doi.org/10.1016/j.matdes.2024.113096,,,100
0,0,0,15,27,0,0,0,0,0,35.4,0,0,0,0,22.6,0,0,0,Cu15.0Hf27.0Ni35.4Ti22.6,Cu75Hf135Ni177Ti113,NiTiHfCu,0.64698,7.24937,11.322,2.709542,89.319606,9.4328,10.66,TRUE,3.136,3.128,4.131,4.907,102.1,B19prime_pw,0.922693,,0.93146,0.93146,1.169502,1.005130391,28.87,37.975,70.85,43.57,90.65,99.72,76.1975,13.243,13.77,13.5065,,125.3985606,130.3887472,127.8936539,https://doi.org/10.1016/j.matdes.2024.113096,,,100
0,0,0,9,26,0,0,0,0,0,41,0,0,0,0,24,0,0,0,Cu9.0Hf26.0Ni41.0Ti24.0,Cu9Hf26Ni41Ti24,NiTiHfCu,0.648934,7.240959,11.28,2.7062,87.678914,9.3898,10.73,TRUE,3.119,3.13,4.103,4.899,102.9,B19prime_pw,0.920284,,0.930189,0.930189,1.180545,1.010591444,42.2,59.485,299.52,250.85,327.62,341.72,304.9275,26.974,26.393,26.6835,,251.8744836,246.4492936,249.1618886,https://doi.org/10.1016/j.matdes.2024.113096,,,100
0,0,0,5,20,0,0,0,0,0,45.3,0,0,0,0,29.7,0,0,0,Cu5.0Hf20.0Ni45.3Ti29.7,Cu50Hf200Ni453Ti297,NiTiHfCu,0.659674827,7.24011404,11.109,2.5624431,79.6799092,9.18885,10.4,TRUE,3.093,3.06,4.1,4.83,101.6,B19prime,0.921196662,,0.937322277,0.937322277,1.161660353,1.003045103,32,16,114,,,146,,12.26,,12.26,,106.31,,106.31,https://doi.org/10.1016/j.msea.2014.12.111,,,100
0,0,0,5,18.3,0,0,0,0,0,44.5,0,0,0,0,32.2,0,0,0,Cu5.0Hf18.3Ni44.5Ti32.2,Cu50Hf183Ni445Ti322,NiTiHfCu,0.663879778,7.23367245,11.034,2.5058135,77.372707,9.17365,10.22,TRUE,3.06,3.01,4.11,4.78,101.2,B19prime,0.920821445,,0.949741461,0.949741461,1.157471404,1.012257709,60,57.5,96.85,56.85,111.85,156.85,105.6,,,,,,,,https://doi.org/10.1134/S0031918X16120115,,,100
0,0,0,2.5,14.2,0,0,0,0,0,47,0,0,0,0,36.4,0,0,0,Cu2.5Hf14.2Ni47.0Ti36.4,Cu25Hf142Ni470Ti364,NiTiHfCu,0.6715734,7.23122989,10.90909091,2.404463668,71.87184416,9.047442557,9.93,TRUE,3.088,3.037,4.099,4.819,101.46,B19prime,0.918211838,,0.938610977,0.938610977,1.158359946,0.998325233,49,43.5,125,75,113,174,121.75,,,,,,,,https://doi.org/10.1016/j.intermet.2013.11.009,,,100.1
0,0,0,3,15,0,0,0,0,0,47,0,0,0,0,35,0,0,0,Cu3.0Hf15.0Ni47.0Ti35.0,Cu3Hf15Ni47Ti35,NiTiHfCu,0.669392825,7.2360999,10.95,2.4294,73.019228,9.0506,10.01,TRUE,,,,,,B19prime,,0.941,,0.941,,,53.86,53.86,,,,,,,,,,,,,https://doi.org/10.1016/j.jallcom.2021.163322,,,100
0,0,0,0,10,0,0,0,0,0,50.3,0,0,0,0,29.7,0,10,0,Hf10.0Ni50.3Ti29.7Zr10.0,Hf100Ni503Ti297Zr100,NiTiHfZr,0.657720993,7.21666804,11.109,2.6466351,70.7106792,9.22085,10.63,FALSE,3.1,4.905,4.078,3.065,103.66,B19prime,0.905331095,0.933,0.930187566,0.930187566,1.187304816,0.999862307,89,90.5,89,50,142,178,114.75,,,,,,,,https://doi.org/10.1016/j.jallcom.2021.163322,,,100
0,0,0,0,0,0,0,0,0,0,24.5,25,0,0,0,50.5,0,0,0,Ni24.5Pd25.0Ti50.5,Ni49Pd50Ti101,NiTiPd,0.712798067,7.4041766,10.485,1.5273725,65.157718,9.12775,6.77,FALSE,3.102,2.788,4.462,4.7,90,B19,0.898774984,,1.01712136,1.01712136,1.071373911,0.979410639,15.7,16.65,179.4,166.5,184.1,195.1,181.275,22.4,,22.4,,159.9,,159.9,https://doi.org/10.1007/s11661-010-0245-z,,,100
0,0,0,0,0,0,0,0,0,0,43,7,0,0,0,50,0,0,0,Ni43.0Pd7.0Ti50.0,Ni43Pd7Ti50,NiTiPd,0.701731417,7.282757,10.5,1.8871,56.621062,8.7529,8.11,FALSE,3.032,2.849,4.275,4.547,90,B19,0.939643799,0.997,0.996992576,0.996992576,1.060426957,0.993426946,26.2,26.2,,,,,,,30,30,6.75,,202.5,202.5,https://doi.org/10.1080/14786430903074755,https://doi.org/10.1007/s40830-016-0052-5,https://doi.org/10.1016/j.actamat.2009.05.034,100
0,0,0,0,0,0,0,0,0,0,39,11,0,0,0,50,0,0,0,Ni39.0Pd11.0Ti50.0,Ni39Pd11Ti50,NiTiPd,0.704055083,7.310641,10.5,1.8083,58.530126,8.8317,7.86,FALSE,,,,,,B19,,1.008,,1.008,,,6.698,6.698,,,,,,,,,,,,,https://doi.org/10.1016/j.jmps.2013.08.004,https://doi.org/10.1002/adfm.200902336,,100
0,0,0,0,0,0,0,0,0,0,39.25,10.75,0,0,0,50,0,0,0,Ni39.25Pd10.75Ti50.0,Ni157Pd43Ti200,NiTiPd,0.703909854,7.30889825,10.5,1.813225,58.4108095,8.826775,7.88,FALSE,,,,,,B19,,1.006,,1.006,,,6.849,6.849,,,,,,,,,,,,,https://doi.org/10.1016/j.jmps.2013.08.004,,,100
0,0,0,0,0,0,0,0,0,0,39.5,10.5,0,0,0,50,0,0,0,Ni39.5Pd10.5Ti50.0,Ni79Pd21Ti100,NiTiPd,0.703764625,7.3071555,10.5,1.81815,58.291493,8.82185,7.89,FALSE,,,,,,B19,,1.005,,1.005,,,6.344,6.344,,,,,,,,,,,,,https://doi.org/10.1016/j.jmps.2013.08.004,,,100
0,0,0,0,0,0,0,0,0,0,39.75,10.25,0,0,0,50,0,0,0,Ni39.75Pd10.25Ti50.0,Ni159Pd41Ti200,NiTiPd,0.703619396,7.30541275,10.5,1.823075,58.1721765,8.816925,7.91,FALSE,,,,,,B19,,1.003,,1.003,,,5.44,5.44,,,,,,,,,,,,,https://doi.org/10.1016/j.jmps.2013.08.004,,,100
0,0,0,0,0,0,0,0,0,0,40,10,0,0,0,50,0,0,0,Ni40.0Pd10.0Ti50.0,Ni4Pd1Ti5,NiTiPd,0.703474167,7.30367,10.5,1.828,58.05286,8.812,7.93,FALSE,,,,,,B19,,1.002,,1.002,,,4.624,4.624,,,,,,,,,,,,,https://doi.org/10.1016/j.jmps.2013.08.004,,,100
